customer_id,month,txn_count,txn_amount,login_count,support_contacts,utilization_ratio,churn_start_month,final_decay,churned_flag
720352533,8,1,118.37,13,0,0.071,,,0
720352533,9,2,146.38,12,0,0.067,,,0
720352533,10,8,188.94,14,0,0.063,,,0
720352533,11,5,129.74,12,1,0.069,,,0
720352533,12,5,138.77,13,0,0.076,,,0
708431433,1,3,60.82,12,0,0.135,,,0
708431433,2,1,90.85,10,4,0.117,,,0
708431433,3,5,101.41,18,3,0.121,,,0
708431433,4,3,141.05,9,1,0.118,,,0
708431433,5,0,158.94,14,0,0.132,,,0
708431433,6,1,107.48,13,0,0.115,,,0
708431433,7,3,121.08,15,0,0.118,,,0
708431433,8,2,110.89,12,1,0.113,,,0
708431433,9,1,136.13,8,1,0.099,,,0
708431433,10,5,109.0,16,1,0.114,,,0
708431433,11,4,93.38,12,0,0.132,,,0
708431433,12,2,151.36,11,0,0.116,,,0
716996583,1,3,147.16,7,1,0.579,,,0
716996583,2,5,98.08,8,2,0.514,,,0
716996583,3,6,195.44,4,0,0.479,,,0
716996583,4,3,117.24,6,0,0.717,,,0
716996583,5,3,171.76,2,0,0.624,,,0
716996583,6,3,169.27,4,0,0.599,,,0
716996583,7,2,108.43,3,0,0.496,,,0
716996583,8,4,123.3,3,0,0.563,,,0
716996583,9,2,77.99,7,0,0.602,,,0
716996583,10,4,188.67,4,1,0.548,,,0
716996583,11,5,242.75,3,0,0.514,,,0
716996583,12,4,212.22,6,1,0.561,,,0
718699683,1,3,87.87,15,0,0.0,,,0
718699683,2,3,181.28,6,0,0.0,,,0
718699683,3,0,143.35,15,0,0.0,,,0
718699683,4,6,115.65,18,0,0.0,,,0
718699683,5,5,141.66,14,1,0.0,,,0
718699683,6,4,170.08,13,1,0.0,,,0
718699683,7,3,115.94,15,0,0.0,,,0
718699683,8,2,145.4,10,0,0.0,,,0
718699683,9,5,120.31,11,0,0.0,,,0
718699683,10,11,230.24,20,1,0.0,,,0
718699683,11,6,167.43,12,0,0.0,,,0
718699683,12,6,182.46,15,0,0.0,,,0
771359958,1,4,69.4,9,0,0.074,,,0
771359958,2,1,74.27,15,0,0.069,,,0
771359958,3,2,147.43,4,0,0.079,,,0
771359958,4,4,117.67,4,0,0.098,,,0
771359958,5,2,110.59,10,1,0.08,,,0
771359958,6,4,150.33,5,0,0.062,,,0
771359958,7,2,154.8,14,0,0.053,,,0
771359958,8,5,126.01,10,0,0.072,,,0
771359958,9,3,130.99,10,1,0.075,,,0
771359958,10,5,176.26,5,0,0.092,,,0
771359958,11,4,234.82,13,2,0.064,,,0
771359958,12,4,265.06,10,0,0.058,,,0
716604633,1,2,93.23,11,0,0.216,,,0
716604633,2,1,90.99,12,0,0.256,,,0
716604633,3,4,104.69,12,2,0.319,,,0
716604633,4,6,44.4,15,1,0.376,,,0
716604633,5,2,162.32,19,0,0.293,,,0
716604633,6,7,122.3,17,2,0.337,,,0
716604633,7,1,125.84,15,1,0.309,,,0
716604633,8,5,123.73,21,0,0.344,,,0
716604633,9,3,109.4,22,0,0.344,,,0
716604633,10,2,131.22,17,1,0.22,,,0
716604633,11,2,161.37,13,0,0.275,,,0
716604633,12,0,123.01,9,3,0.265,,,0
813952233,1,3,40.33,12,0,0.778,,,0
813952233,2,4,119.06,11,0,0.647,,,0
813952233,3,4,96.39,12,4,0.645,,,0
813952233,4,5,117.04,5,0,0.587,,,0
813952233,5,3,152.36,8,2,0.756,,,0
813952233,6,3,98.49,12,0,0.648,,,0
813952233,7,4,186.42,7,0,0.755,,,0
813952233,8,4,156.06,6,0,0.768,,,0
813952233,9,5,139.3,7,0,0.697,,,0
813952233,10,5,119.42,5,1,0.5,,,0
813952233,11,6,164.86,3,0,0.598,,,0
813952233,12,5,193.92,13,0,0.755,,,0
713053383,1,1,52.13,13,0,0.025,8.0,0.729,1
713053383,2,1,67.28,13,0,0.025,8.0,0.729,1
713053383,3,1,72.14,9,1,0.024,8.0,0.729,1
713053383,4,1,77.4,8,0,0.022,8.0,0.729,1
713053383,5,0,55.08,16,0,0.02,8.0,0.729,1
713053383,6,0,54.03,10,0,0.024,8.0,0.729,1
713053383,7,2,103.06,12,3,0.02,8.0,0.729,1
713053383,8,0,44.16,16,0,0.02,8.0,0.729,1
713053383,9,0,54.89,11,3,0.02,8.0,0.729,1
713053383,10,1,34.89,10,3,0.023,8.0,0.729,1
713053383,11,1,102.54,9,2,0.018,8.0,0.729,1
713053383,12,2,91.23,5,0,0.016,8.0,0.729,1
709979583,1,3,110.61,12,1,0.022,,,0
709979583,2,4,72.67,8,0,0.025,,,0
709979583,3,3,175.74,14,1,0.028,,,0
709979583,4,2,162.84,9,0,0.023,,,0
709979583,5,4,180.67,13,0,0.029,,,0
709979583,6,5,153.38,13,0,0.022,,,0
709979583,7,4,150.1,9,0,0.025,,,0
709979583,8,1,157.9,11,1,0.023,,,0
709979583,9,5,164.48,21,0,0.029,,,0
709979583,10,6,218.0,12,0,0.019,,,0
709979583,11,5,223.77,15,0,0.026,,,0
709979583,12,9,239.91,12,0,0.028,,,0
709380333,1,7,71.51,7,0,0.083,,,0
709380333,2,4,106.2,9,0,0.07,,,0
709380333,3,4,122.26,9,0,0.07,,,0
709380333,4,4,170.59,7,0,0.073,,,0
709380333,5,4,171.52,6,1,0.071,,,0
709380333,6,2,136.33,4,0,0.072,,,0
709380333,7,4,190.67,6,3,0.077,,,0
709380333,8,4,147.92,9,1,0.053,,,0
709380333,9,6,162.67,9,1,0.065,,,0
709380333,10,5,184.93,1,0,0.079,,,0
709380333,11,3,167.15,11,0,0.049,,,0
709380333,12,11,165.0,9,0,0.076,,,0
778574283,1,5,134.03,1,0,0.0,,,0
778574283,2,9,167.14,7,1,0.0,,,0
778574283,3,2,116.94,5,0,0.0,,,0
778574283,4,3,198.25,6,2,0.0,,,0
778574283,5,5,150.95,4,1,0.0,,,0
778574283,6,6,126.99,5,0,0.0,,,0
778574283,7,4,142.37,2,0,0.0,,,0
778574283,8,6,159.43,5,3,0.0,,,0
778574283,9,9,133.36,6,0,0.0,,,0
778574283,10,4,248.83,8,0,0.0,,,0
778574283,11,5,163.66,7,0,0.0,,,0
778574283,12,4,266.12,3,4,0.0,,,0
789875883,1,0,67.34,14,0,0.183,,,0
789875883,2,5,73.12,18,0,0.257,,,0
789875883,3,6,103.84,15,0,0.236,,,0
789875883,4,1,117.07,18,0,0.295,,,0
789875883,5,4,82.13,19,2,0.294,,,0
789875883,6,4,140.19,5,0,0.238,,,0
789875883,7,7,127.03,14,0,0.279,,,0
789875883,8,3,89.46,11,1,0.256,,,0
789875883,9,6,122.25,5,1,0.238,,,0
789875883,10,3,111.08,8,0,0.276,,,0
789875883,11,7,135.53,11,0,0.291,,,0
789875883,12,4,154.93,25,3,0.231,,,0
714661233,1,5,121.14,13,0,0.247,,,0
714661233,2,3,191.69,14,2,0.283,,,0
714661233,3,3,155.31,7,0,0.257,,,0
714661233,4,9,166.78,8,0,0.272,,,0
714661233,5,5,191.32,12,1,0.262,,,0
714661233,6,5,206.38,15,0,0.271,,,0
714661233,7,3,216.93,5,0,0.309,,,0
714661233,8,3,103.55,13,0,0.244,,,0
714661233,9,5,214.74,10,1,0.24,,,0
714661233,10,4,120.58,8,0,0.251,,,0
714661233,11,5,192.13,9,0,0.23,,,0
714661233,12,7,223.1,12,1,0.251,,,0
813915933,1,5,141.03,8,1,0.406,,,0
813915933,2,0,56.35,10,0,0.398,,,0
813915933,3,1,130.93,8,2,0.353,,,0
813915933,4,2,93.86,5,0,0.371,,,0
813915933,5,3,107.54,15,1,0.466,,,0
813915933,6,3,152.26,12,0,0.349,,,0
813915933,7,3,177.19,5,0,0.334,,,0
813915933,8,5,114.09,9,0,0.394,,,0
813915933,9,2,106.42,11,0,0.34,,,0
813915933,10,4,132.79,11,1,0.439,,,0
813915933,11,8,139.08,7,0,0.427,,,0
813915933,12,6,168.71,9,0,0.318,,,0
708358683,1,4,125.73,3,0,0.036,,,0
708358683,2,5,183.45,13,0,0.036,,,0
708358683,3,4,108.77,6,2,0.035,,,0
708358683,4,5,83.63,9,0,0.035,,,0
708358683,5,5,127.14,7,1,0.033,,,0
708358683,6,1,109.73,3,0,0.031,,,0
708358683,7,2,143.43,11,0,0.038,,,0
708358683,8,3,81.55,9,0,0.044,,,0
708358683,9,1,141.62,11,1,0.034,,,0
708358683,10,4,199.51,9,0,0.031,,,0
708358683,11,4,179.26,6,0,0.035,,,0
708358683,12,5,180.4,7,1,0.028,,,0
824761458,1,3,132.61,7,0,0.17,,,0
824761458,2,2,186.67,7,0,0.219,,,0
824761458,3,7,282.54,5,0,0.185,,,0
824761458,4,3,186.48,10,0,0.176,,,0
824761458,5,3,149.03,4,0,0.203,,,0
824761458,6,6,127.65,6,1,0.221,,,0
824761458,7,5,297.12,7,0,0.176,,,0
824761458,8,7,99.37,4,0,0.207,,,0
824761458,9,8,211.6,10,3,0.143,,,0
824761458,10,3,183.31,4,0,0.189,,,0
824761458,11,7,169.25,10,0,0.199,,,0
824761458,12,7,327.5,9,1,0.226,,,0
715362183,1,5,118.95,7,0,0.323,,,0
715362183,2,1,121.04,15,0,0.249,,,0
715362183,3,0,142.07,9,0,0.281,,,0
715362183,4,6,131.78,16,1,0.322,,,0
715362183,5,7,189.72,7,0,0.287,,,0
715362183,6,4,168.33,18,0,0.287,,,0
715362183,7,2,148.51,6,1,0.328,,,0
715362183,8,1,125.96,10,0,0.289,,,0
715362183,9,3,190.15,12,0,0.219,,,0
715362183,10,4,182.37,8,0,0.299,,,0
715362183,11,4,173.28,10,0,0.281,,,0
715362183,12,7,211.44,7,4,0.262,,,0
721194858,1,8,146.21,11,1,0.596,,,0
721194858,2,4,259.04,12,0,0.721,,,0
721194858,3,8,130.48,6,0,0.515,,,0
721194858,4,13,201.13,8,0,0.469,,,0
721194858,5,9,192.55,18,2,0.674,,,0
721194858,6,3,128.36,12,0,0.63,,,0
721194858,7,7,135.44,9,1,0.549,,,0
721194858,8,3,132.12,6,0,0.493,,,0
721194858,9,5,184.8,9,0,0.5,,,0
721194858,10,7,227.04,6,0,0.558,,,0
721194858,11,6,268.4,11,2,0.684,,,0
721194858,12,13,218.31,7,0,0.46,,,0
803595858,1,6,52.57,10,0,0.0,10.0,0.434,1
803595858,2,0,26.97,10,0,0.0,10.0,0.434,1
803595858,3,0,52.84,13,0,0.0,10.0,0.434,1
803595858,4,0,50.34,8,0,0.0,10.0,0.434,1
803595858,5,2,66.31,7,0,0.0,10.0,0.434,1
803595858,6,1,41.09,10,0,0.0,10.0,0.434,1
803595858,7,0,32.21,13,0,0.0,10.0,0.434,1
803595858,8,1,61.65,17,3,0.0,10.0,0.434,1
803595858,9,2,60.17,15,3,0.0,10.0,0.434,1
803595858,10,0,60.65,16,1,0.0,10.0,0.434,1
803595858,11,2,55.52,12,0,0.0,10.0,0.434,1
803595858,12,3,32.36,5,0,0.0,10.0,0.434,1
716198358,1,7,228.05,11,0,0.804,,,0
716198358,2,3,131.21,5,0,0.739,,,0
716198358,3,3,114.37,5,2,0.889,,,0
716198358,4,6,152.46,7,0,0.883,,,0
716198358,5,2,196.05,15,0,0.573,,,0
716198358,6,6,174.44,9,0,0.896,,,0
716198358,7,5,125.5,12,2,0.812,,,0
716198358,8,3,185.39,6,0,0.74,,,0
716198358,9,6,211.25,11,1,0.954,,,0
716198358,10,5,183.57,8,0,0.889,,,0
716198358,11,11,281.35,14,0,0.752,,,0
716198358,12,4,253.28,9,0,0.626,,,0
714173808,1,2,93.01,16,0,0.29,,,0
714173808,2,1,75.08,14,1,0.299,,,0
714173808,3,1,84.5,7,0,0.348,,,0
714173808,4,1,86.61,10,0,0.301,,,0
714173808,5,0,60.69,9,3,0.232,,,0
714173808,6,1,88.57,9,0,0.294,,,0
714173808,7,0,75.64,17,0,0.326,,,0
714173808,8,1,81.39,13,1,0.298,,,0
714173808,9,2,120.82,7,0,0.313,,,0
714173808,10,2,91.89,14,1,0.282,,,0
714173808,11,1,106.64,13,0,0.292,,,0
714173808,12,2,113.06,9,3,0.371,,,0
709465758,1,3,80.83,7,1,0.0,,,0
709465758,2,4,46.4,12,0,0.0,,,0
709465758,3,0,70.52,8,3,0.0,,,0
709465758,4,4,69.13,7,1,0.0,,,0
709465758,5,1,65.68,12,0,0.0,,,0
709465758,6,3,66.24,18,0,0.0,,,0
709465758,7,2,62.32,16,1,0.0,,,0
709465758,8,2,101.04,9,0,0.0,,,0
709465758,9,3,81.88,12,0,0.0,,,0
709465758,10,1,82.38,20,0,0.0,,,0
709465758,11,4,113.04,12,2,0.0,,,0
709465758,12,4,97.06,14,0,0.0,,,0
714081558,1,2,67.35,12,0,0.644,,,0
714081558,2,2,55.73,15,1,0.522,,,0
714081558,3,4,94.98,11,0,0.631,,,0
714081558,4,1,111.26,10,1,0.744,,,0
714081558,5,0,105.06,12,2,0.745,,,0
714081558,6,4,45.25,7,0,0.588,,,0
714081558,7,2,98.3,10,1,0.652,,,0
714081558,8,1,58.85,9,0,0.616,,,0
714081558,9,3,99.96,14,0,0.705,,,0
714081558,10,0,72.79,12,0,0.695,,,0
714081558,11,2,120.56,6,1,0.519,,,0
714081558,12,5,114.71,8,0,0.65,,,0
717364458,1,6,96.12,19,0,0.337,,,0
717364458,2,4,68.1,12,0,0.395,,,0
717364458,3,5,85.98,11,0,0.344,,,0
717364458,4,3,140.06,14,1,0.362,,,0
717364458,5,1,76.29,21,2,0.356,,,0
717364458,6,3,153.57,15,0,0.371,,,0
717364458,7,3,115.29,17,1,0.35,,,0
717364458,8,2,109.32,10,1,0.364,,,0
717364458,9,1,108.11,14,0,0.359,,,0
717364458,10,4,120.19,17,0,0.298,,,0
717364458,11,4,129.56,19,0,0.326,,,0
717364458,12,4,142.38,11,0,0.354,,,0
778755858,1,3,173.83,23,0,0.525,,,0
778755858,2,2,110.9,10,1,0.408,,,0
778755858,3,2,114.0,14,1,0.5,,,0
778755858,4,2,119.12,16,0,0.492,,,0
778755858,5,3,140.79,14,0,0.432,,,0
778755858,6,3,148.61,17,0,0.428,,,0
778755858,7,4,149.36,9,0,0.544,,,0
778755858,8,4,149.07,17,0,0.465,,,0
778755858,9,6,176.44,11,0,0.474,,,0
778755858,10,6,203.92,12,0,0.46,,,0
778755858,11,6,184.05,16,0,0.481,,,0
778755858,12,11,404.2,20,0,0.442,,,0
710754933,1,0,55.7,17,0,0.0,5.0,0.578,1
710754933,2,1,49.63,10,3,0.0,5.0,0.578,1
710754933,3,2,73.45,14,0,0.0,5.0,0.578,1
710754933,4,4,86.73,8,1,0.0,5.0,0.578,1
710754933,5,1,92.05,10,2,0.0,5.0,0.578,1
710754933,6,0,69.13,14,3,0.0,5.0,0.578,1
710754933,7,1,71.06,17,0,0.0,5.0,0.578,1
710754933,8,5,77.85,12,0,0.0,5.0,0.578,1
710754933,9,1,66.25,10,1,0.0,5.0,0.578,1
710754933,10,2,50.5,12,2,0.0,5.0,0.578,1
710754933,11,4,77.33,7,2,0.0,5.0,0.578,1
710754933,12,3,65.18,15,0,0.0,5.0,0.578,1
720007383,1,0,52.92,13,0,0.518,8.0,0.179,1
720007383,2,0,48.07,20,0,0.614,8.0,0.179,1
720007383,3,2,35.95,16,0,0.602,8.0,0.179,1
720007383,4,1,51.68,14,1,0.659,8.0,0.179,1
720007383,5,1,52.28,10,0,0.51,8.0,0.179,1
720007383,6,3,50.36,14,0,0.537,8.0,0.179,1
720007383,7,0,86.97,8,0,0.48,8.0,0.179,1
720007383,8,0,71.27,17,3,0.471,8.0,0.179,1
720007383,9,0,62.92,16,0,0.424,8.0,0.179,1
720007383,10,3,78.03,11,4,0.387,8.0,0.179,1
720007383,11,1,22.66,7,0,0.313,8.0,0.179,1
720007383,12,0,14.92,8,0,0.19,8.0,0.179,1
810220833,1,2,126.8,4,0,0.135,,,0
810220833,2,5,60.94,2,0,0.157,,,0
810220833,3,4,111.06,4,0,0.124,,,0
810220833,4,4,80.14,2,0,0.114,,,0
810220833,5,2,184.66,9,0,0.124,,,0
810220833,6,2,84.07,6,0,0.146,,,0
810220833,7,1,136.9,5,0,0.14,,,0
810220833,8,3,99.02,6,0,0.12,,,0
810220833,9,5,132.57,1,0,0.144,,,0
810220833,10,4,106.59,4,0,0.136,,,0
810220833,11,10,142.12,5,1,0.144,,,0
810220833,12,6,150.8,3,0,0.143,,,0
718362783,1,5,47.34,7,0,0.0,9.0,0.323,1
718362783,2,0,45.12,8,0,0.0,9.0,0.323,1
718362783,3,0,72.5,3,0,0.0,9.0,0.323,1
718362783,4,2,61.29,7,0,0.0,9.0,0.323,1
718362783,5,4,61.59,5,1,0.0,9.0,0.323,1
718362783,6,2,80.54,4,2,0.0,9.0,0.323,1
718362783,7,3,73.83,11,1,0.0,9.0,0.323,1
718362783,8,0,73.01,8,0,0.0,9.0,0.323,1
718362783,9,3,69.16,5,2,0.0,9.0,0.323,1
718362783,10,1,53.72,7,0,0.0,9.0,0.323,1
718362783,11,1,49.6,4,0,0.0,9.0,0.323,1
718362783,12,3,61.77,0,0,0.0,9.0,0.323,1
708267858,1,3,163.57,4,0,0.329,,,0
708267858,2,3,178.44,9,1,0.25,,,0
708267858,3,3,144.7,10,0,0.334,,,0
708267858,4,5,158.48,9,0,0.353,,,0
708267858,5,0,167.86,7,0,0.339,,,0
708267858,6,4,111.37,10,0,0.366,,,0
708267858,7,4,190.48,8,0,0.293,,,0
708267858,8,8,111.96,6,0,0.305,,,0
708267858,9,6,166.0,9,3,0.35,,,0
708267858,10,3,182.12,10,0,0.37,,,0
708267858,11,5,187.84,7,0,0.369,,,0
708267858,12,8,198.32,5,0,0.337,,,0
708856983,1,1,57.44,7,0,0.0,8.0,0.215,1
708856983,2,1,55.1,12,1,0.0,8.0,0.215,1
708856983,3,1,62.39,10,0,0.0,8.0,0.215,1
708856983,4,2,52.48,5,0,0.0,8.0,0.215,1
708856983,5,1,59.54,5,0,0.0,8.0,0.215,1
708856983,6,0,62.47,11,0,0.0,8.0,0.215,1
708856983,7,1,57.61,2,0,0.0,8.0,0.215,1
708856983,8,2,63.57,8,0,0.0,8.0,0.215,1
708856983,9,1,61.87,6,2,0.0,8.0,0.215,1
708856983,10,2,47.38,5,0,0.0,8.0,0.215,1
708856983,11,3,14.94,2,1,0.0,8.0,0.215,1
708856983,12,0,28.57,1,0,0.0,8.0,0.215,1
715588908,1,6,206.88,10,0,0.0,,,0
715588908,2,5,208.14,7,2,0.0,,,0
715588908,3,7,213.07,16,2,0.0,,,0
715588908,4,7,391.97,10,1,0.0,,,0
715588908,5,5,308.74,13,0,0.0,,,0
715588908,6,6,293.15,12,0,0.0,,,0
715588908,7,8,179.09,5,2,0.0,,,0
715588908,8,8,235.93,13,3,0.0,,,0
715588908,9,11,330.5,18,0,0.0,,,0
715588908,10,8,404.52,9,0,0.0,,,0
715588908,11,9,469.35,16,0,0.0,,,0
715588908,12,7,499.3,12,1,0.0,,,0
772674933,1,4,175.15,9,1,0.149,,,0
772674933,2,6,99.98,5,1,0.139,,,0
772674933,3,8,187.73,6,1,0.159,,,0
772674933,4,6,294.59,12,0,0.155,,,0
772674933,5,7,182.41,8,0,0.138,,,0
772674933,6,7,112.03,8,1,0.138,,,0
772674933,7,0,171.81,4,2,0.122,,,0
772674933,8,6,277.15,10,1,0.132,,,0
772674933,9,1,157.94,9,1,0.14,,,0
772674933,10,5,192.02,10,0,0.155,,,0
772674933,11,3,165.28,6,0,0.158,,,0
772674933,12,7,118.31,10,0,0.131,,,0
720148983,1,3,119.51,8,0,0.407,,,0
720148983,2,6,116.78,7,1,0.487,,,0
720148983,3,2,154.29,12,0,0.583,,,0
720148983,4,4,158.77,10,0,0.643,,,0
720148983,5,8,145.79,10,0,0.567,,,0
720148983,6,4,254.17,11,0,0.467,,,0
720148983,7,4,156.36,12,0,0.582,,,0
720148983,8,5,267.01,15,0,0.56,,,0
720148983,9,1,138.23,9,0,0.421,,,0
720148983,10,6,169.51,5,0,0.495,,,0
720148983,11,2,162.17,9,0,0.52,,,0
720148983,12,1,223.83,15,0,0.38,,,0
720650208,1,2,105.29,10,0,0.173,,,0
720650208,2,3,83.1,13,0,0.181,,,0
720650208,3,0,49.9,3,0,0.173,,,0
720650208,4,3,80.78,8,1,0.154,,,0
720650208,5,0,113.68,7,2,0.145,,,0
720650208,6,2,93.04,13,0,0.159,,,0
720650208,7,0,90.47,12,0,0.187,,,0
720650208,8,3,112.12,7,0,0.162,,,0
720650208,9,1,132.95,7,0,0.17,,,0
720650208,10,2,115.67,13,0,0.171,,,0
720650208,11,2,136.56,9,0,0.178,,,0
720650208,12,1,125.37,9,0,0.182,,,0
769732233,1,5,95.2,13,1,0.124,,,0
769732233,2,1,53.27,8,1,0.13,,,0
769732233,3,2,105.61,10,0,0.126,,,0
769732233,4,1,100.37,9,0,0.154,,,0
769732233,5,0,102.89,9,2,0.17,,,0
769732233,6,4,90.94,9,3,0.136,,,0
769732233,7,5,69.73,13,1,0.122,,,0
769732233,8,2,107.57,9,2,0.133,,,0
769732233,9,2,114.35,10,0,0.109,,,0
769732233,10,3,75.23,21,0,0.14,,,0
769732233,11,7,101.28,12,0,0.157,,,0
769732233,12,7,155.3,10,3,0.115,,,0
713030958,1,4,93.19,8,1,0.0,,,0
713030958,2,4,100.89,16,0,0.0,,,0
713030958,3,5,158.99,8,1,0.0,,,0
713030958,4,4,152.49,9,1,0.0,,,0
713030958,5,5,141.16,12,0,0.0,,,0
713030958,6,4,141.09,11,1,0.0,,,0
713030958,7,6,142.08,16,0,0.0,,,0
713030958,8,5,140.56,13,0,0.0,,,0
713030958,9,5,120.72,11,0,0.0,,,0
713030958,10,3,206.38,16,0,0.0,,,0
713030958,11,0,188.82,9,4,0.0,,,0
713030958,12,6,246.52,15,0,0.0,,,0
711320508,1,1,58.46,10,0,0.292,,,0
711320508,2,4,116.9,7,0,0.417,,,0
711320508,3,2,134.0,9,2,0.536,,,0
711320508,4,2,115.65,6,1,0.536,,,0
711320508,5,2,156.16,5,0,0.573,,,0
711320508,6,2,107.29,6,1,0.508,,,0
711320508,7,0,109.94,5,0,0.508,,,0
711320508,8,2,102.7,7,2,0.435,,,0
711320508,9,1,176.69,4,0,0.357,,,0
711320508,10,3,208.08,7,0,0.435,,,0
711320508,11,0,145.47,4,0,0.418,,,0
711320508,12,6,180.6,1,0,0.505,,,0
795795408,1,6,82.56,2,0,0.279,,,0
795795408,2,4,107.23,4,0,0.259,,,0
795795408,3,4,116.8,4,2,0.296,,,0
795795408,4,8,90.0,4,0,0.238,,,0
795795408,5,6,338.47,3,2,0.296,,,0
795795408,6,3,173.05,5,0,0.253,,,0
795795408,7,6,158.9,4,0,0.301,,,0
795795408,8,5,137.53,3,0,0.286,,,0
795795408,9,3,88.3,2,0,0.234,,,0
795795408,10,4,152.71,4,0,0.252,,,0
795795408,11,6,173.76,8,3,0.252,,,0
795795408,12,9,154.23,6,0,0.29,,,0
717904383,1,5,148.18,11,0,0.098,,,0
717904383,2,2,71.62,11,1,0.116,,,0
717904383,3,1,156.89,6,2,0.099,,,0
717904383,4,11,145.67,12,0,0.124,,,0
717904383,5,3,164.84,10,0,0.102,,,0
717904383,6,4,160.25,8,3,0.097,,,0
717904383,7,4,188.96,11,1,0.12,,,0
717904383,8,8,179.99,14,1,0.112,,,0
717904383,9,2,181.93,18,0,0.095,,,0
717904383,10,3,168.2,17,0,0.087,,,0
717904383,11,6,207.4,7,0,0.12,,,0
717904383,12,10,204.39,8,0,0.125,,,0
714115533,1,2,218.07,17,0,0.685,,,0
714115533,2,3,201.83,12,0,0.624,,,0
714115533,3,7,173.37,10,0,0.62,,,0
714115533,4,6,168.52,8,0,0.763,,,0
714115533,5,4,269.52,13,1,0.491,,,0
714115533,6,4,126.83,12,2,0.576,,,0
714115533,7,4,209.2,11,0,0.547,,,0
714115533,8,1,225.04,11,0,0.708,,,0
714115533,9,7,146.3,7,2,0.695,,,0
714115533,10,3,184.78,14,1,0.601,,,0
714115533,11,2,192.11,11,2,0.621,,,0
714115533,12,5,317.22,8,2,0.502,,,0
712475733,1,3,131.37,16,0,0.692,,,0
712475733,2,5,117.88,18,0,0.846,,,0
712475733,3,2,159.89,13,0,0.65,,,0
712475733,4,3,124.32,12,1,0.66,,,0
712475733,5,5,121.73,5,1,0.625,,,0
712475733,6,3,139.48,15,0,0.76,,,0
712475733,7,3,171.64,14,0,0.9,,,0
712475733,8,4,163.02,14,1,0.863,,,0
712475733,9,5,77.07,14,2,0.69,,,0
712475733,10,5,178.83,13,2,0.743,,,0
712475733,11,1,147.5,10,0,0.85,,,0
712475733,12,5,185.12,9,0,0.823,,,0
718996758,1,4,142.49,2,0,0.721,,,0
718996758,2,1,139.68,7,0,0.66,,,0
718996758,3,5,139.23,10,3,0.787,,,0
718996758,4,2,134.06,6,3,0.689,,,0
718996758,5,7,265.5,7,0,0.592,,,0
718996758,6,3,142.12,12,1,0.69,,,0
718996758,7,1,160.16,10,0,0.702,,,0
718996758,8,4,147.44,10,0,0.58,,,0
718996758,9,4,139.79,9,0,0.698,,,0
718996758,10,2,222.92,8,0,0.749,,,0
718996758,11,1,145.94,6,1,0.663,,,0
718996758,12,2,199.15,11,1,0.638,,,0
713049933,1,3,155.74,5,1,0.0,,,0
713049933,2,2,140.58,10,0,0.0,,,0
713049933,3,2,92.36,12,0,0.0,,,0
713049933,4,1,145.28,5,0,0.0,,,0
713049933,5,7,131.56,5,0,0.0,,,0
713049933,6,4,105.33,11,0,0.0,,,0
713049933,7,3,159.37,15,0,0.0,,,0
713049933,8,1,135.79,7,0,0.0,,,0
713049933,9,2,148.09,13,0,0.0,,,0
713049933,10,4,209.8,7,0,0.0,,,0
713049933,11,7,155.87,9,0,0.0,,,0
713049933,12,5,221.65,9,0,0.0,,,0
709961958,1,3,74.93,13,0,0.13,6.0,0.569,1
709961958,2,8,110.1,6,0,0.109,6.0,0.569,1
709961958,3,2,132.58,14,0,0.121,6.0,0.569,1
709961958,4,5,128.18,10,0,0.113,6.0,0.569,1
709961958,5,1,127.76,12,3,0.11,6.0,0.569,1
709961958,6,3,134.72,14,0,0.122,6.0,0.569,1
709961958,7,0,69.5,10,2,0.11,6.0,0.569,1
709961958,8,3,112.71,8,4,0.133,6.0,0.569,1
709961958,9,3,85.82,8,0,0.075,6.0,0.569,1
709961958,10,2,114.54,12,0,0.1,6.0,0.569,1
709961958,11,2,66.81,8,0,0.075,6.0,0.569,1
709961958,12,3,115.09,8,0,0.072,6.0,0.569,1
718301508,1,4,115.56,7,0,0.186,,,0
718301508,2,6,116.24,9,0,0.182,,,0
718301508,3,6,37.34,11,0,0.204,,,0
718301508,4,0,75.57,7,1,0.215,,,0
718301508,5,3,130.73,11,1,0.206,,,0
718301508,6,2,139.88,9,3,0.196,,,0
718301508,7,3,85.47,3,0,0.193,,,0
718301508,8,1,153.92,4,0,0.223,,,0
718301508,9,6,235.5,8,0,0.172,,,0
718301508,10,5,115.59,6,1,0.19,,,0
718301508,11,2,128.32,7,0,0.184,,,0
718301508,12,4,147.22,10,3,0.181,,,0
714831033,1,5,88.31,6,2,0.283,,,0
714831033,2,4,64.08,7,2,0.388,,,0
714831033,3,1,75.79,8,1,0.279,,,0
714831033,4,3,87.27,5,0,0.278,,,0
714831033,5,5,91.51,4,4,0.28,,,0
714831033,6,2,126.42,7,0,0.258,,,0
714831033,7,4,40.87,1,0,0.335,,,0
714831033,8,1,88.51,4,0,0.28,,,0
714831033,9,2,63.96,7,2,0.297,,,0
714831033,10,6,109.56,7,4,0.299,,,0
714831033,11,2,96.93,9,0,0.29,,,0
714831033,12,3,144.93,4,0,0.299,,,0
710653158,1,6,99.07,8,0,0.339,,,0
710653158,2,1,137.96,2,0,0.339,,,0
710653158,3,4,136.58,4,0,0.374,,,0
